节省计划实例ID,被抵扣账单开始时间,被抵扣账单结束时间,节省计划类型,抵扣金额,被抵扣账单目录总价,账单抵扣率,节省计划归属账号ID,对应抵扣商品CODE,被抵扣商品,被抵扣资源实例ID,抵扣折扣,货币单位,计费项,节省计划归属账号,被抵扣资源归属账号ID,被抵扣资源归属账号

spn-cbbee29bJUSMOb3K	,2026/04/03 14:58:00	,2026/04/03 14:59:00	,sfm_GenAIBeginner_spn_cn	,0.086264,0.086264,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 14:58:00	,2026/04/03 14:59:00	,sfm_GenAIBeginner_spn_cn	,0.0007008,0.0007008,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 14:57:00	,2026/04/03 14:58:00	,sfm_GenAIBeginner_spn_cn	,0.0859504,0.0859504,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 14:57:00	,2026/04/03 14:58:00	,sfm_GenAIBeginner_spn_cn	,0.00072,0.00072,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 14:56:00	,2026/04/03 14:57:00	,sfm_GenAIBeginner_spn_cn	,0.0845368,0.0845368,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 14:56:00	,2026/04/03 14:57:00	,sfm_GenAIBeginner_spn_cn	,0.0008256,0.0008256,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 14:55:00	,2026/04/03 14:56:00	,sfm_GenAIBeginner_spn_cn	,0.0415472,0.0415472,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 14:55:00	,2026/04/03 14:56:00	,sfm_GenAIBeginner_spn_cn	,0.0006048,0.0006048,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 14:54:00	,2026/04/03 14:55:00	,sfm_GenAIBeginner_spn_cn	,0.0388392,0.0388392,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 14:54:00	,2026/04/03 14:55:00	,sfm_GenAIBeginner_spn_cn	,0.0027744,0.0027744,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 14:24:00	,2026/04/03 14:25:00	,sfm_GenAIBeginner_spn_cn	,0.0012064,0.0012064,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 14:24:00	,2026/04/03 14:25:00	,sfm_GenAIBeginner_spn_cn	,0.0290352,0.0290352,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 14:21:00	,2026/04/03 14:22:00	,sfm_GenAIBeginner_spn_cn	,0.0013016,0.0013016,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 14:21:00	,2026/04/03 14:22:00	,sfm_GenAIBeginner_spn_cn	,0.0238224,0.0238224,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 14:20:00	,2026/04/03 14:21:00	,sfm_GenAIBeginner_spn_cn	,0.0013152,0.0013152,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 14:20:00	,2026/04/03 14:21:00	,sfm_GenAIBeginner_spn_cn	,0.0159024,0.0159024,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 14:17:00	,2026/04/03 14:18:00	,sfm_GenAIBeginner_spn_cn	,0.0011976,0.0011976,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 14:17:00	,2026/04/03 14:18:00	,sfm_GenAIBeginner_spn_cn	,0.0241488,0.0241488,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 14:16:00	,2026/04/03 14:17:00	,sfm_GenAIBeginner_spn_cn	,0.0396008,0.0396008,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 14:16:00	,2026/04/03 14:17:00	,sfm_GenAIBeginner_spn_cn	,0.005232,0.005232,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 14:15:00	,2026/04/03 14:16:00	,sfm_GenAIBeginner_spn_cn	,0.147912,0.147912,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 14:15:00	,2026/04/03 14:16:00	,sfm_GenAIBeginner_spn_cn	,0.0028848,0.0028848,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 00:55:00	,2026/04/03 00:56:00	,sfm_GenAIBeginner_spn_cn	,0.001272,0.001272,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 00:55:00	,2026/04/03 00:56:00	,sfm_GenAIBeginner_spn_cn	,0.022656,0.022656,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 00:54:00	,2026/04/03 00:55:00	,sfm_GenAIBeginner_spn_cn	,0.001272,0.001272,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 00:54:00	,2026/04/03 00:55:00	,sfm_GenAIBeginner_spn_cn	,0.0260832,0.0260832,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 00:45:00	,2026/04/03 00:46:00	,sfm_GenAIBeginner_spn_cn	,0.0011688,0.0011688,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 00:45:00	,2026/04/03 00:46:00	,sfm_GenAIBeginner_spn_cn	,0.0233712,0.0233712,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 00:44:00	,2026/04/03 00:45:00	,sfm_GenAIBeginner_spn_cn	,0.0011688,0.0011688,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 00:44:00	,2026/04/03 00:45:00	,sfm_GenAIBeginner_spn_cn	,0.0202224,0.0202224,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 00:43:00	,2026/04/03 00:44:00	,sfm_GenAIBeginner_spn_cn	,0.049844,0.049844,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 00:43:00	,2026/04/03 00:44:00	,sfm_GenAIBeginner_spn_cn	,0.0012,0.0012,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 00:42:00	,2026/04/03 00:43:00	,sfm_GenAIBeginner_spn_cn	,0.0989088,0.0989088,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 00:42:00	,2026/04/03 00:43:00	,sfm_GenAIBeginner_spn_cn	,0.000576,0.000576,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 22:43:00	,2026/04/02 22:44:00	,sfm_GenAIBeginner_spn_cn	,0.001216,0.001216,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 22:43:00	,2026/04/02 22:44:00	,sfm_GenAIBeginner_spn_cn	,0.0195696,0.0195696,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 22:42:00	,2026/04/02 22:43:00	,sfm_GenAIBeginner_spn_cn	,0.0011072,0.0011072,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 22:42:00	,2026/04/02 22:43:00	,sfm_GenAIBeginner_spn_cn	,0.0198576,0.0198576,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 22:40:00	,2026/04/02 22:41:00	,sfm_GenAIBeginner_spn_cn	,0.0022144,0.0022144,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 22:40:00	,2026/04/02 22:41:00	,sfm_GenAIBeginner_spn_cn	,0.0406416,0.0406416,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 22:39:00	,2026/04/02 22:40:00	,sfm_GenAIBeginner_spn_cn	,0.0011072,0.0011072,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 22:39:00	,2026/04/02 22:40:00	,sfm_GenAIBeginner_spn_cn	,0.2128656,0.2128656,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 22:26:00	,2026/04/02 22:27:00	,sfm_GenAIBeginner_spn_cn	,0.0011072,0.0011072,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 22:26:00	,2026/04/02 22:27:00	,sfm_GenAIBeginner_spn_cn	,0.018576,0.018576,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 22:23:00	,2026/04/02 22:24:00	,sfm_GenAIBeginner_spn_cn	,0.1449952,0.1449952,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 22:23:00	,2026/04/02 22:24:00	,sfm_GenAIBeginner_spn_cn	,0.0015264,0.0015264,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 21:16:00	,2026/04/02 21:17:00	,sfm_GenAIBeginner_spn_cn	,0.0010808,0.0010808,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 21:16:00	,2026/04/02 21:17:00	,sfm_GenAIBeginner_spn_cn	,0.0121008,0.0121008,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 21:14:00	,2026/04/02 21:15:00	,sfm_GenAIBeginner_spn_cn	,0.0010888,0.0010888,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 21:14:00	,2026/04/02 21:15:00	,sfm_GenAIBeginner_spn_cn	,0.0196656,0.0196656,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 21:13:00	,2026/04/02 21:14:00	,sfm_GenAIBeginner_spn_cn	,0.0010888,0.0010888,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 21:13:00	,2026/04/02 21:14:00	,sfm_GenAIBeginner_spn_cn	,0.0177264,0.0177264,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 21:12:00	,2026/04/02 21:13:00	,sfm_GenAIBeginner_spn_cn	,0.0469312,0.0469312,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 21:12:00	,2026/04/02 21:13:00	,sfm_GenAIBeginner_spn_cn	,0.0004032,0.0004032,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 21:11:00	,2026/04/02 21:12:00	,sfm_GenAIBeginner_spn_cn	,0.0473872,0.0473872,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 21:11:00	,2026/04/02 21:12:00	,sfm_GenAIBeginner_spn_cn	,0.0008352,0.0008352,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 21:10:00	,2026/04/02 21:11:00	,sfm_GenAIBeginner_spn_cn	,0.0482544,0.0482544,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 21:10:00	,2026/04/02 21:11:00	,sfm_GenAIBeginner_spn_cn	,0.007704,0.007704,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 21:05:00	,2026/04/02 21:06:00	,sfm_GenAIBeginner_spn_cn	,0.001072,0.001072,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 21:05:00	,2026/04/02 21:06:00	,sfm_GenAIBeginner_spn_cn	,0.0195504,0.0195504,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 21:04:00	,2026/04/02 21:05:00	,sfm_GenAIBeginner_spn_cn	,0.001072,0.001072,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 21:04:00	,2026/04/02 21:05:00	,sfm_GenAIBeginner_spn_cn	,0.021984,0.021984,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 21:01:00	,2026/04/02 21:02:00	,sfm_GenAIBeginner_spn_cn	,0.1671624,0.1671624,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 21:01:00	,2026/04/02 21:02:00	,sfm_GenAIBeginner_spn_cn	,0.0026112,0.0026112,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/02 20:59:00	,2026/04/02 21:00:00	,sfm_GenAIBeginner_spn_cn	,0.2222952,0.2222952,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
